0,1,59,25.4,2.692,0.33,8.22,34.43,0.58,2.685,24.9,9.7,3425,1898,0.28,5.9,22,4,1,0
0,1,126.6,25.1,2.649,0.38,6.75,49.78,0.67,2.71,42.1,16.4,4536,2486,0.29,12.66,35,2,2,0
1,2,124.5,27.8,2.691,0.34,7.65,78.23,0.67,2.863,25,10.3,3251,1969,0.21,12.45,59,2,4,1
1,0,91.7,31.2,2.641,0.33,5.6,81.54,0.7,2.734,16.7,7,2641,1637,0.19,9.17,65,2,4,1
1,0,174.4,20.2,2.661,0.32,8.51,55.41,0.67,2.758,47.7,18.1,5045,2618,0.32,17.44,38,3,3,1
1,3,74.2,26.1,2.663,0.25,5.43,61.37,0.7,2.831,37.8,15.1,4146,2379,0.25,7.42,45,2,3,1
1,2,96.1,28.4,2.72,0.1,4.97,68.52,0.63,2.629,35.5,14.5,3866,2316,0.22,9.61,52,2,4,1
1,3,122.3,22,2.631,0.3,6.7,63.71,0.6,2.661,41.1,15.7,4626,2442,0.31,12.23,44,2,3,1
1,2,34.9,29.4,2.617,0.44,10.04,64.12,0.62,2.694,37.4,14.9,4134,2371,0.25,3.49,47,1,3,1
